"code","name","postal_code","population","code_department","code_city_community","code_canton"
"06150",La Turbie,"06320",3105,"06","240600551","0604"
"06152",Valbonne,"06560",13070,"06","240600585","0625"
"06155",Vallauris,"06220",26618,"06","240600585","0601"
"06157",Vence,"06140",18599,"06","200030195","0626"
"06159",Villefranche-sur-Mer,"06230",5098,"06","200030195","0604"
"06161",Villeneuve-Loubet,"06270",14672,"06","240600585","0627"
"13001",Aix-en-Provence,"13090,13100,13290,13080,13540,13122",143006,"13","200054807","1301,1302,1397"
"13002",Allauch,"13190",21228,"13","200054807","1303"
"13003",Alleins,"13980",2519,"13","200054807","1325"
"13004",Arles,"13104,13129,13200,13280,13123,13270",52857,"13","241300417","1304"
"13005",Aubagne,"13400,13470",45290,"13","200054807","1305"
"13007",Auriol,"13390,13112",11417,"13","200054807","1303"
"13010",Barbentane,"13570",4127,"13","200035087","1307"
"13014",Berre-l'Étang,"13130",13483,"13","200054807","1306"
"13015",Bouc-Bel-Air,"13320",14477,"13","200054807","1329"
"13016",La Bouilladisse,"13720",6135,"13","200054807","1303"
"13018",Cabannes,"13440",4439,"13","200035087","1307"
"13019",Cabriès,"13480",9708,"13","200054807","1329"
"13021",Carry-le-Rouet,"13620",5892,"13","200054807","1311"
"13022",Cassis,"13260",7162,"13","200054807","1308"
"13023",Ceyreste,"13600",4539,"13","200054807","1308"
"13024",Charleval,"13350",2715,"13","200054807","1325"
"13026",Châteauneuf-les-Martigues,"13220",16349,"13","200054807","1311"
"13027",Châteaurenard,"13160",15440,"13","200035087","1307"
"13028",La Ciotat,"13600",35366,"13","200054807","1308"
"13030",Cuges-les-Pins,"13780",5043,"13","200054807","1308"
"13031",La Destrousse,"13112",3442,"13","200054807","1303"
"13032",Éguilles,"13510",7764,"13","200054807","1325"
"13033",Ensuès-la-Redonne,"13820",5483,"13","200054807","1311"
"13035",Eyguières,"13430",7112,"13","200054807","1326"
"13036",Eyragues,"13630",4436,"13","200035087","1307"
"13037",La Fare-les-Oliviers,"13580",8287,"13","200054807","1306"
"13038",Fontvieille,"13990",3614,"13","241300375","1326"
"13039",Fos-sur-Mer,"13270",15608,"13","200054807","1310"
"13040",Fuveau,"13710",9971,"13","200054807","1328"
"13041",Gardanne,"13120",20407,"13","200054807","1309"
"13042",Gémenos,"13420",6452,"13","200054807","1308"
"13043",Gignac-la-Nerthe,"13180",9045,"13","200054807","1311"
"13044",Grans,"13450",4911,"13","200054807","1327"
"13045",Graveson,"13690",4874,"13","200035087","1307"
"13046",Gréasque,"13850",4217,"13","200054807","1303"
"13047",Istres,"13800,13118,13140,13128",42925,"13","200054807","1310"
"13048",Jouques,"13490",4403,"13","200054807","1328"
"13050",Lambesc,"13410",9657,"13","200054807","1325"
"13051",Lançon-Provence,"13680",8885,"13","200054807","1306"
"13052",Maillane,"13910",2540,"13","200035087","1307"
"13053",Mallemort,"13370",5948,"13","200054807","1325"
"13054",Marignane,"13700",33658,"13","200054807","1311"
"13055",Marseille,"13001,13002,13003,13004,13005,13006,13007,13008,13009,13010,13011,13012,13013,13014,13015,13016",862211,"13","200054807","1312,1313,1314,1315,1316,1317,1318,1319,1320,1321,1322,1323,1398"
"13056",Martigues,"13500,13117",48783,"13","200054807","1324"
"13059",Meyrargues,"13650",3751,"13","200054807","1328"
"13060",Meyreuil,"13590",5543,"13","200054807","1328"
"13062",Mimet,"13105",4617,"13","200054807","1309"
"13063",Miramas,"13140",25756,"13","200054807","1327"
"13064",Mollégès,"13940",2581,"13","200035087","1307"
"13065",Mouriès,"13890",3419,"13","241300375","1326"
"13066",Noves,"13550",5849,"13","200035087","1307"
"13067",Orgon,"13660",3037,"13","200035087","1326"
"13069",Pélissanne,"13330",10217,"13","200054807","1325"
"13070",La Penne-sur-Huveaune,"13821",6433,"13","200054807","1305"
"13071",Les Pennes-Mirabeau,"13170",21361,"13","200054807","1309"
"13072",Peynier,"13790",3405,"13","200054807","1328"
"13073",Peypin,"13124",5441,"13","200054807","1303"
"13074",Peyrolles-en-Provence,"13860",5041,"13","200054807","1328"
"13075",Plan-de-Cuques,"13380",10363,"13","200054807","1303"
"13076",Plan-d'Orgon,"13750",3429,"13","200035087","1307"
"13077",Port-de-Bouc,"13110",16682,"13","200054807","1324"
"13078",Port-Saint-Louis-du-Rhône,"13230",8519,"13","200054807","1304"
"13080",Le Puy-Sainte-Réparade,"13610",5637,"13","200054807","1328"
"13081",Rognac,"13340",12016,"13","200054807","1306"
"13082",Rognes,"13840",4765,"13","200054807","1325"
"13083",Rognonas,"13870",4073,"13","200035087","1307"
"13084",La Roque-d'Anthéron,"13640",5455,"13","200054807","1325"
"13085",Roquefort-la-Bédoule,"13830",5632,"13","200054807","1308"
"13086",Roquevaire,"13360",8962,"13","200054807","1305"
"13087",Rousset,"13790",4811,"13","200054807","1328"
"13088",Le Rove,"13740",5121,"13","200054807","1311"
"13089",Saint-Andiol,"13670",3204,"13","200035087","1307"
"13091",Saint-Cannat,"13760",5590,"13","200054807","1325"
"13092",Saint-Chamas,"13250",8418,"13","200054807","1306"
"13096",Saintes-Maries-de-la-Mer,"13460",2504,"13","241300417","1304"
"13097",Saint-Martin-de-Crau,"13310",13097,"13","241300417","1327"
"13098",Saint-Mitre-les-Remparts,"13920",5875,"13","200054807","1310"
"13100",Saint-Rémy-de-Provence,"13210",9612,"13","241300375","1326"
"13101",Saint-Savournin,"13119",3338,"13","200054807","1303"
"13102",Saint-Victoret,"13730",6587,"13","200054807","1329"
"13103",Salon-de-Provence,"13300",45574,"13","200054807","1326,1327,1399"
"13104",Sausset-les-Pins,"13960",7608,"13","200054807","1311"
"13105",Sénas,"13560",7005,"13","200054807","1326"
"13106",Septèmes-les-Vallons,"13240",10848,"13","200054807","1309"
"13107",Simiane-Collongue,"13109",5561,"13","200054807","1309"
"13108",Tarascon,"13150",15020,"13","241300417","1307"
"13110",Trets,"13530",10919,"13","200054807","1328"
"13112",Velaux,"13880",8783,"13","200054807","1306"
"13113",Venelles,"13770",8354,"13","200054807","1328"
"13114",Ventabren,"13122",5357,"13","200054807","1306"
"13117",Vitrolles,"13127",33880,"13","200054807","1329"
"13118",Coudoux,"13111",3698,"13","200054807","1306"
"13119",Carnoux-en-Provence,"13470",6546,"13","200054807","1308"
"59002",Abscon,"59215",4440,"59","200042190","5914"
"59005",Allennes-les-Marais,"59251",3462,"59","245901061","5902"
"59008",Aniche,"59580",10303,"59","245901152","5901"
"59009",Villeneuve-d'Ascq,"59650,59491,59493",62358,"59","245900410","5940"
"59011",Annœullin,"59112",10490,"59","245901061","5902"
"59012",Anor,"59186",3267,"59","200043404","5919"
"59014",Anzin,"59410",13426,"59","245901160","5903"
"59015",Arleux,"59151",3130,"59","200044618","5901"
"59017",Armentières,"59280",25015,"59","245900410","5904"
"59024",Auberchicourt,"59165",4405,"59","245901152","5901"
"59028",Auby,"59950",7285,"59","200044618","5931"
"59032",Aulnoy-lez-Valenciennes,"59300",7316,"59","245901160","5906"
"59033",Aulnoye-Aymeries,"59620",8856,"59","200043396","5905"
"59034",Avelin,"59710",2704,"59","200041960","5936"
"59036",Avesnes-sur-Helpe,"59440",4654,"59","200043263","5907"
"59037",Avesnes-les-Aubert,"59129",3634,"59","200030633","5911"
"59043",Bailleul,"59270",14467,"59","200040947","5908"
"59044",Baisieux,"59780",4750,"59","245900410","5936"
"59051",La Bassée,"59480",6421,"59","245900410","5902"
"59052",Bauvin,"59221",5230,"59","245901061","5902"
"59053",Bavay,"59570",3350,"59","200043321","5905"
"59067",Bergues,"59380",3729,"59","200040954","5912"
"59068",Berlaimont,"59145",3105,"59","200043396","5905"
"59079",Beuvrages,"59192",6660,"59","245901160","5903"
"59080",Beuvry-la-Forêt,"59310",2743,"59","200041960","5931"
"59090",Bondues,"59910",10046,"59","245900410","5924"
"59092",Bouchain,"59111",3998,"59","200042190","5914"
"59094",Bourbourg,"59630",7112,"59","245900428","5920"
"59098",Bousbecque,"59166",4833,"59","245900410","5922"
"59104",Boussois,"59168",3245,"59","200043396","5930"
"59107",Bray-Dunes,"59123",4541,"59","245900428","5917"
"59112",Bruay-sur-l'Escaut,"59860",11638,"59","245901160","5903"
"59122",Cambrai,"59400",32668,"59","200068500","5909"
"59131",Cappelle-la-Grande,"59180",7888,"59","245900428","5912"
"59136",Le Cateau-Cambrésis,"59360",6983,"59","200030633","5910"
"59139",Caudry,"59540",14493,"59","200030633","5911"
"59143",La Chapelle-d'Armentières,"59930",8432,"59","245900410","5904"
"59146",Chéreng,"59152",2989,"59","245900410","5936"
"59152",Comines,"59560",12369,"59","245900410","5922"
"59153",Condé-sur-l'Escaut,"59163",9680,"59","245901160","5929"
"59155",Coudekerque-Branche,"59210",21204,"59","245900428","5912"
"59156",Courchelettes,"59552",2804,"59","200044618","5915"
"59158",Coutiches,"59310",3001,"59","200041960","5931"
"59160",Crespin,"59154",4551,"59","245901160","5929"
"59163",Croix,"59170",21271,"59","245900410","5913"
"59165",Cuincy,"59553",6454,"59","200044618","5915"
"59168",Cysoing,"59830",5033,"59","200041960","5936"
"59170",Dechy,"59187",5307,"59","200044618","5901"
"59172",Denain,"59220",19714,"59","200042190","5914"
"59178",Douai,"59500",39657,"59","200044618","5915"
"59179",Douchy-les-Mines,"59282",10717,"59","200042190","5914"
"59183",Dunkerque,"59640,59140,59240,59430,59279",88108,"59","245900428","5916,5917,5996"
"59193",Emmerin,"59320",3174,"59","245900410","5918"
"59202",Erquinghem-Lys,"59193",5081,"59","245900410","5904"
"59205",Escaudain,"59124",9588,"59","200042190","5914"
"59206",Escaudœuvres,"59161",3277,"59","200068500","5909"
"59207",Escautpont,"59278",4211,"59","200042190","5903"
"59212",Estaires,"59940",6406,"59","245900758","5921"
"59220",Faches-Thumesnil,"59155",17591,"59","245900410","5918"
"59221",Famars,"59300",2505,"59","245901160","5906"
"59225",Feignies,"59750",6943,"59","200043396","5905"
"59227",Fenain,"59179",5323,"59","245901152","5935"
"59230",Ferrière-la-Grande,"59680",5311,"59","200043396","5930"
"59234",Flers-en-Escrebieux,"59128",5876,"59","200044618","5915"
"59239",Flines-lez-Raches,"59148",5544,"59","200044618","5931"
"59249",Fourmies,"59610",12119,"59","200043404","5919"
"59253",Fresnes-sur-Escaut,"59970",7601,"59","245901160","5903"
"59256",Fretin,"59273",3379,"59","245900410","5936"
"59258",Genech,"59242",2685,"59","200041960","5936"
"59260",Ghyvelde,"59122,59254",4192,"59","245900428","5917"
"59266",Gondecourt,"59147",4004,"59","200041960","5918"
"59268",La Gorgue,"59253",5673,"59","245900758","5921"
"59271",Grande-Synthe,"59760",23294,"59","245900428","5920"
"59272",Grand-Fort-Philippe,"59153",5081,"59","245900428","5920"
"59273",Gravelines,"59820",11461,"59","245900428","5920"
"59276",Guesnain,"59287",4651,"59","200044618","5901"
"59278",Hallennes-lez-Haubourdin,"59320",4249,"59","245900410","5928"
"59279",Halluin,"59250",20708,"59","245900410","5937"
"59284",Hasnon,"59178",3870,"59","200042190","5934"
"59285",Haspres,"59198",2757,"59","200042190","5906"
"59286",Haubourdin,"59320",14934,"59","245900410","5918"
"59291",Hautmont,"59330",14548,"59","200043396","5907"
"59292",Haveluy,"59255",3129,"59","200042190","5906"
"59295",Hazebrouck,"59190",21685,"59","200040947","5921"
"59299",Hem,"59510",18914,"59","245900410","5913"
"59301",Hergnies,"59199",4415,"59","245901160","5929"
"59302",Hérin,"59195",4052,"59","200042190","5906"
"59309",Hondschoote,"59122",4097,"59","200040954","5941"
"59314",Hornaing,"59171",3553,"59","245901152","5935"
"59316",Houplin-Ancoisne,"59263",3439,"59","245900410","5918"
"59317",Houplines,"59116",7840,"59","245900410","5904"
"59319",Hoymille,"59492",3224,"59","200040954","5941"
"59322",Iwuy,"59141",3336,"59","200068500","5911"
"59324",Jeumont,"59460",10185,"59","200043396","5930"
"59327",Lallaing,"59167",6164,"59","200044618","5935"
"59328",Lambersart,"59130",27618,"59","245900410","5922"
"59329",Lambres-lez-Douai,"59552",5152,"59","200044618","5915"
"59331",Landrecies,"59550",3491,"59","200043321","5907"
"59335",Lecelles,"59226",2791,"59","200042190","5934"
"59339",Leers,"59115",9546,"59","245900410","5933"
"59340",Leffrinckoucke,"59495",4277,"59","245900428","5917"
"59343",Lesquin,"59810",7912,"59","245900410","5936"
"59346",Lezennes,"59260",3143,"59","245900410","5926"
"59350",Lille,"59800,59000,59260,59777,59160",232440,"59","245900410","5923,5924,5925,5926,5927,5928,5997"
"59352",Linselles,"59126",8356,"59","245900410","5922"
"59359",Loon-Plage,"59279",6209,"59","245900428","5920"
"59360",Loos,"59120",22076,"59","245900410","5928"
"59361",Lourches,"59156",3942,"59","200042190","5914"
"59365",Louvroil,"59720",6558,"59","200043396","5930"
"59367",Lys-lez-Lannoy,"59390",13340,"59","245900410","5913"
"59368",La Madeleine,"59110",21253,"59","245900410","5923"
"59369",Maing,"59233",4074,"59","245901160","5906"
"59375",Marchiennes,"59870",4593,"59","245901152","5935"
"59378",Marcq-en-Barœul,"59700",38805,"59","245900410","5924"
"59383",Marly,"59770",11495,"59","245901160","5929"
"59385",Marpent,"59164",2758,"59","200043396","5930"
"59386",Marquette-lez-Lille,"59520",10424,"59","245900410","5923"
"59389",Masnières,"59241",2704,"59","200068500","5910"
"59390",Masny,"59176",4132,"59","245901152","5901"
"59392",Maubeuge,"59600",29679,"59","200043396","5930"
"59398",Mérignies,"59710",2998,"59","200041960","5936"
"59400",Merville,"59660",9842,"59","245900758","5921"
"59410",Mons-en-Barœul,"59370",20855,"59","245900410","5925"
"59414",Montigny-en-Ostrevent,"59182",4786,"59","245901152","5901"
"59416",Morbecque,"59190",2556,"59","200040947","5921"
"59421",Mouvaux,"59420",13326,"59","245900410","5924"
"59426",Neuville-en-Ferrain,"59960",10371,"59","245900410","5937"
"59428",Neuville-Saint-Rémy,"59554",3807,"59","200068500","5909"
"59429",Neuville-sur-Escaut,"59293",2701,"59","200042190","5914"
"59431",Nieppe,"59850",7449,"59","200040947","5908"
"59447",Onnaing,"59264",8782,"59","245901160","5903"
"59449",Orchies,"59310",8634,"59","200041960","5931"
"59452",Ostricourt,"59162",5375,"59","200041960","5902"
"59456",Pecquencourt,"59146",5973,"59","245901152","5935"
"59457",Pérenchies,"59840",8366,"59","245900410","5904"
"59459",Petite-Forêt,"59494",4894,"59","245901160","5906"
"59462",Phalempin,"59133",4757,"59","200041960","5902"
"59466",Pont-à-Marcq,"59710",2895,"59","200041960","5936"
"59467",Pont-sur-Sambre,"59138",2542,"59","200043396","5905"
"59476",Proville,"59267",3165,"59","200068500","5909"
"59477",Provin,"59185",4242,"59","245901061","5902"
"59479",Quarouble,"59243",3015,"59","245901160","5929"
"59481",Le Quesnoy,"59530",5014,"59","200043321","5907"
"59482",Quesnoy-sur-Deûle,"59890",6780,"59","245900410","5922"
"59484",Quiévrechain,"59920",6358,"59","245901160","5929"
"59486",Râches,"59194",2738,"59","200044618","5931"
"59489",Raimbeaucourt,"59283",4055,"59","200044618","5931"
"59491",Raismes,"59590,59278,59860,59135",12642,"59","200042190","5934"
"59504",Rœulx,"59172",3830,"59","200042190","5914"
"59507",Ronchin,"59790,59000",19074,"59","245900410","5926"
"59508",Roncq,"59223",13475,"59","245900410","5937"
"59509",Roost-Warendin,"59286",6191,"59","200044618","5931"
"59512",Roubaix,"59100",96412,"59","245900410","5932,5933,5998"
"59514",Rousies,"59131",4015,"59","200043396","5919"
"59523",Sainghin-en-Mélantois,"59262",2687,"59","245900410","5936"
"59524",Sainghin-en-Weppes,"59184",5640,"59","245900410","5902"
"59525",Sains-du-Nord,"59177",2939,"59","200043263","5919"
"59526",Saint-Amand-les-Eaux,"59230",16147,"59","200042190","5934"
"59527",Saint-André-lez-Lille,"59350",12293,"59","245900410","5923"
"59544",Saint-Saulve,"59880",11161,"59","245901160","5939"
"59550",Salomé,"59496",2969,"59","245900410","5902"
"59553",Santes,"59211",5768,"59","245900410","5928"
"59560",Seclin,"59113",12463,"59","245900410","5918"
"59564",La Sentinelle,"59174",3148,"59","200042190","5906"
"59566",Sequedin,"59320",4700,"59","245900410","5928"
"59569",Sin-le-Noble,"59450",15446,"59","200044618","5935"
"59571",Solesmes,"59730",4387,"59","245901038","5911"
"59574",Somain,"59490",12488,"59","245901152","5935"
"59580",Steenvoorde,"59114",4344,"59","200040947","5941"
"59581",Steenwerck,"59181",3624,"59","200040947","5908"
"59585",Templemars,"59175",3356,"59","245900410","5918"
"59586",Templeuve-en-Pévèle,"59242",5930,"59","200041960","5936"
"59588",Téteghem-Coudekerque-Village,"59229,59380",8113,"59","245900428","5912"
"59589",Thiant,"59224",2837,"59","200042190","5906"
"59592",Thumeries,"59239",3915,"59","200041960","5936"
"59598",Toufflers,"59390",3923,"59","245900410","5940"
"59599",Tourcoing,"59200",97476,"59","245900410","5937,5938,5999"
"59601",Trélon,"59132",2915,"59","200043404","5919"
"59603",Trith-Saint-Léger,"59125",6261,"59","200042190","5906"
"59606",Valenciennes,"59300",43680,"59","245901160","5939"
"59615",Vieux-Berquin,"59232",2512,"59","200040947","5908"
"59616",Vieux-Condé,"59690",10395,"59","245901160","5929"
"59630",Wahagnies,"59261",2606,"59","200041960","5902"
"59632",Wallers,"59135",5494,"59","200042190","5934"
"59636",Wambrechies,"59118",10539,"59","245900410","5923"
"59646",Wasquehal,"59290",20722,"59","245900410","5913"
"59647",Watten,"59143",2561,"59","200040954","5941"
"59648",Wattignies,"59139",14485,"59","245900410","5918"
"59650",Wattrelos,"59150",41341,"59","245900410","5933"
"59653",Wavrin,"59136",7628,"59","245900410","5902"
"59654",Waziers,"59119",7477,"59","200044618","5935"
"59656",Wervicq-Sud,"59117",5412,"59","245900410","5922"
"59659",Wignehies,"59212",2935,"59","200043404","5919"
"59660",Willems,"59780",3014,"59","245900410","5940"
"59663",Wormhout,"59470",5598,"59","200040954","5941"
"69003",Albigny-sur-Saône,"69250",2833,"69","200046977",
"69006",Amplepuis,"69550",5024,"69","200040566","6911"
"69007",Ampuis,"69420",2712,"69","200077014","6908"
"69009",Anse,"69480",7094,"69","200040574","6901"
"69010",L'Arbresle,"69210",6421,"69","246900625","6902"
"69013",Arnas,"69400",3686,"69","200040590","6907"
"69019",Belleville-en-Beaujolais,"69220",12776,"69","200067817","6903"
"69024",Val d'Oingt,"69620",3966,"69","200040574","6904"
"69027",Brignais,"69530",11265,"69","246900757","6905"
"69028",Brindas,"69126",6067,"69","246900724","6905"
"69029",Bron,"69500",41060,"69","200046977",
"69033",Cailloux-sur-Fontaines,"69270",2642,"69","200046977",
"69034",Caluire-et-Cuire,"69300",42915,"69","200046977",
"69040",Champagne-au-Mont-d'Or,"69410",5603,"69","200046977",
"69043",Chaponost,"69630",8577,"69","246900757","6905"
"69044",Charbonnières-les-Bains,"69260",5016,"69","200046977",
"69046",Charly,"69390",4529,"69","200046977",
"69049",Chasselay,"69380",2775,"69","200040574","6901"
"69052",Chazay-d'Azergues,"69380",4130,"69","200040574","6901"
"69063",Collonges-au-Mont-d'Or,"69660",4054,"69","200046977",
"69064",Condrieu,"69420",3877,"69","200077014","6908"
"69066",Cours,"69470",4519,"69","200040566","6911"
"69068",Couzon-au-Mont-d'Or,"69270",2559,"69","200046977",
"69069",Craponne,"69290",11158,"69","200046977",
"69072",Dardilly,"69570",8617,"69","200046977",
"69076",Dommartin,"69380",2580,"69","246900625","6901"
"69081",Écully,"69130",18097,"69","200046977",
"69087",Fontaines-Saint-Martin,"69270",3070,"69","200046977",
"69088",Fontaines-sur-Saône,"69270",7001,"69","200046977",
"69089",Francheville,"69340",14278,"69","200046977",
"69091",Givors,"69700",19312,"69","200046977",
"69092",Gleizé,"69400",7473,"69","200040590","6907"
"69094",Grézieu-la-Varenne,"69290",5629,"69","246900724","6905"
"69096",Grigny,"69520",9615,"69","200046977",
"69100",Irigny,"69540",8609,"69","200046977",
"69112",Lentilly,"69210",5450,"69","246900625","6901"
"69115",Limas,"69400",4754,"69","200040590","6907"
"69116",Limonest,"69760",3675,"69","200046977",
"69117",Lissieu,"69380",3116,"69","200046977",
"69118",Loire-sur-Rhône,"69700",2559,"69","200077014","6908"
"69121",Lozanne,"69380",2639,"69","200040574","6901"
"69123",Lyon,"69001,69002,69003,69004,69005,69006,69007,69008,69009",515695,"69","200046977",
"69127",Marcy-l'Étoile,"69280",3736,"69","200046977",
"69131",Messimy,"69510",3371,"69","246900724","6905"
"69133",Millery,"69390",4341,"69","246900757","6909"
"69136",Montagny,"69700",2892,"69","246900757","6909"
"69141",Mornant,"69440",5725,"69","246900740","6908"
"69142",La Mulatière,"69350",6320,"69","200046977",
"69143",Neuville-sur-Saône,"69250",7435,"69","200046977",
"69149",Oullins,"69600",26512,"69","200046977",
"69152",Pierre-Bénite,"69310",10493,"69","200046977",
"69154",Pollionnay,"69290",2512,"69","246900724","6912"
"69156",Pommiers,"69480",2605,"69","200040574","6901"
"69157",Vindry-sur-Turdine,"69490",5095,"69","200040566","6910"
"69159",Porte des Pierres Dorées,"69400,69640",3686,"69","200040574","6904"
"69163",Quincieux,"69650",3453,"69","200046977",
"69176",Soucieu-en-Jarrest,"69510",4473,"69","246900740","6908"
"69179",Beauvallon,"69700",3973,"69","246900740",
"69191",Saint-Cyr-au-Mont-d'Or,"69450",5545,"69","200046977",
"69194",Saint-Didier-au-Mont-d'Or,"69370",6650,"69","200046977",
"69199",Saint-Fons,"69190",18566,"69","200046977",
"69202",Sainte-Foy-lès-Lyon,"69110",21995,"69","200046977",
"69204",Saint-Genis-Laval,"69230",21545,"69","200046977",
"69205",Saint-Genis-les-Ollières,"69290",4879,"69","200046977",
"69206",Saint-Georges-de-Reneins,"69830",4363,"69","200067817","6907"
"69207",Saint-Germain-au-Mont-d'Or,"69650",3135,"69","200046977",
"69227",Saint-Martin-en-Haut,"69850",3886,"69","200066587","6912"
"69228",Chabanière,"69440",4174,"69","246900740","6908"
"69231",Saint-Pierre-la-Palud,"69210",2636,"69","246900625","6902"
"69238",Saint-Symphorien-sur-Coise,"69590",3654,"69","200066587","6912"
"69241",Taluyers,"69440",2530,"69","246900740","6909"
"69243",Tarare,"69170",10532,"69","200040566","6910"
"69244",Tassin-la-Demi-Lune,"69160",22356,"69","200046977",
"69248",Thizy-les-Bourgs,"69240",6036,"69","200040566","6911"
"69249",Thurins,"69510",3032,"69","246900724","6912"
"69250",La Tour-de-Salvagny,"69890",4061,"69","200046977",
"69255",Vaugneray,"69670",5571,"69","246900724","6912"
"69256",Vaulx-en-Velin,"69120",48497,"69","200046977",
"69259",Vénissieux,"69200",65405,"69","200046977",
"69260",Vernaison,"69390",4872,"69","200046977",
"69264",Villefranche-sur-Saône,"69400",37266,"69","200040590","6913"
"69266",Villeurbanne,"69100",149019,"69","200046977",
"69268",Vourles,"69390",3375,"69","246900757","6905"
"69270",Chaponnay,"69970",4212,"69","246900765","6909"
"69271",Chassieu,"69680",10234,"69","200046977",
"69272",Communay,"69360",4175,"69","246900765","6909"
"69273",Corbas,"69960",11209,"69","200046977",
"69275",Décines-Charpieu,"69150",27851,"69","200046977",
"69276",Feyzin,"69320",9879,"69","200046977",
"69277",Genas,"69740",12624,"69","246900575","6906"
"69278",Genay,"69730",5446,"69","200046977",
"69279",Jonage,"69330",5838,"69","200046977",
"69282",Meyzieu,"69330",32996,"69","200046977",
"69283",Mions,"69780",13244,"69","200046977",
"69284",Montanay,"69250",3087,"69","200046977",
"69285",Pusignan,"69330",4063,"69","246900575","6906"
"69286",Rillieux-la-Pape,"69140",29885,"69","200046977",
"69287",Saint-Bonnet-de-Mure,"69720",6827,"69","246900575","6906"
"69288",Saint-Laurent-de-Mure,"69720",5380,"69","246900575","6906"
"69289",Saint-Pierre-de-Chandieu,"69780",4521,"69","246900575","6906"
"69290",Saint-Priest,"69800",45844,"69","200046977",
"69291",Saint-Symphorien-d'Ozon,"69360,69320,69960",5706,"69","246900765","6909"
"69292",Sathonay-Camp,"69580",5926,"69","200046977",
"69294",Sérézin-du-Rhône,"69360",2626,"69","246900765","6909"
"69296",Solaize,"69360",2916,"69","200046977",
"69297",Ternay,"69360",5437,"69","246900765","6909"
"69298",Toussieu,"69780",2959,"69","246900575","6906"
"69299",Colombier-Saugnieu,"69124",2602,"69","246900575","6906"
"75056",Paris,"75001,75002,75003,75004,75005,75006,75007,75008,75009,75010,75011,75012,75013,75014,75015,75016,75017,75018,75019,75020",2190327,"75","200054781",
"76005",Amfreville-la-Mi-Voie,"76920",3222,"76","200023414","7606"
"76026",Arques-la-Bataille,"76880",2573,"76","247600786","7608"
"76034",Val-de-Scie,"76720,76850",2557,"76","200068534",
"76057",Barentin,"76360",12061,"76","247600646","7601"
"76095",Bihorel,"76420",8301,"76","200023414","7602"
"76101",Blangy-sur-Bresle,"76340",2965,"76","200069722","7610"
"76103",Bonsecours,"76240",6473,"76","200023414","7606"
