"zone";"id";"type"
zone_city_59230;1520;city
zone_city_76165;1776;city
zone_city_94017;2032;city
zone_city_59234;1521;city
zone_city_76178;1777;city
zone_city_94018;2033;city
zone_city_59239;1522;city
zone_city_76192;1778;city
zone_city_94019;2034;city
zone_city_59249;1523;city
zone_city_76196;1779;city
zone_city_94021;2035;city
zone_city_59253;1524;city
zone_city_76212;1780;city
zone_city_94022;2036;city
zone_city_59256;1525;city
zone_city_76216;1781;city
zone_city_94028;2037;city
zone_city_59258;1526;city
zone_city_76217;1782;city
zone_city_94033;2038;city
zone_city_59260;1527;city
zone_city_76219;1783;city
zone_city_94034;2039;city
zone_city_59266;1528;city
zone_city_76222;1784;city
zone_city_94037;2040;city
zone_city_59268;1529;city
zone_city_76231;1785;city
zone_city_94038;2041;city
zone_city_59271;1530;city
zone_city_76238;1786;city
zone_city_94041;2042;city
zone_city_59272;1531;city
zone_city_76255;1787;city
zone_city_94042;2043;city
zone_city_59273;1532;city
zone_city_76258;1788;city
zone_city_94043;2044;city
zone_city_59276;1533;city
zone_city_76259;1789;city
zone_city_94044;2045;city
zone_city_59278;1534;city
zone_city_76270;1790;city
zone_city_94046;2046;city
zone_city_59279;1535;city
zone_city_76276;1791;city
zone_city_94047;2047;city
zone_city_community_200084952;1280;city_community
zone_city_community_200090504;1281;city_community
zone_city_community_240600551;1282;city_community
zone_city_community_240600585;1283;city_community
zone_city_community_240600593;1284;city_community
zone_city_community_241300375;1285;city_community
zone_city_community_241300417;1286;city_community
zone_city_community_245900410;1287;city_community
zone_city_community_245900428;1288;city_community
zone_city_community_245900758;1289;city_community
zone_city_community_245901038;1290;city_community
zone_city_community_245901061;1291;city_community
zone_city_community_245901152;1292;city_community
zone_city_community_245901160;1293;city_community
zone_city_community_246900575;1294;city_community
zone_city_community_246900625;1295;city_community
zone_city_community_246900724;1296;city_community
zone_city_community_246900740;1297;city_community
zone_city_community_246900757;1298;city_community
zone_city_community_246900765;1299;city_community
zone_city_community_247600505;1300;city_community
zone_city_community_247600588;1301;city_community
zone_city_community_247600604;1302;city_community
zone_city_community_247600620;1303;city_community
zone_city_community_247600646;1304;city_community
zone_city_community_247600729;1305;city_community
zone_city_community_247600786;1306;city_community
zone_city_community_247700032;1307;city_community
zone_city_community_247700057;1308;city_community
zone_city_community_247700065;1309;city_community
zone_city_community_247700107;1310;city_community
zone_city_community_247700339;1311;city_community
zone_city_community_247700594;1312;city_community
zone_city_community_247700644;1313;city_community
zone_city_community_247700701;1314;city_community
zone_city_community_200010700;1230;city_community
zone_city_community_200023125;1231;city_community
zone_city_community_200023240;1232;city_community
zone_city_community_200023414;1233;city_community
zone_city_community_200023919;1234;city_community
zone_city_community_200030195;1235;city_community
zone_city_community_200030633;1236;city_community
zone_city_community_200033090;1237;city_community
zone_city_community_200035087;1238;city_community
zone_city_community_200037133;1239;city_community
zone_city_community_200039857;1240;city_community
zone_city_community_200039915;1241;city_community
zone_city_community_200039931;1242;city_community
zone_city_community_200040251;1243;city_community
zone_city_community_200040566;1244;city_community
zone_city_community_200040574;1245;city_community
zone_city_community_200040590;1246;city_community
zone_city_community_200040947;1247;city_community
zone_city_community_200040954;1248;city_community
zone_city_community_200041960;1249;city_community
zone_city_community_200042190;1250;city_community
zone_city_community_200043263;1251;city_community
zone_city_community_200043321;1252;city_community
zone_city_community_200043396;1253;city_community
zone_city_community_200043404;1254;city_community
zone_city_community_200044618;1255;city_community
zone_city_community_200046977;1256;city_community
zone_city_community_200054781;1257;city_community
zone_city_community_200054807;1258;city_community
zone_city_community_200055655;1259;city_community
zone_city_community_200057958;1260;city_community
zone_city_community_200059228;1261;city_community
zone_city_community_200066405;1262;city_community
zone_city_community_200066587;1263;city_community
zone_city_community_200067817;1264;city_community
zone_city_community_200068500;1265;city_community
zone_city_community_200068534;1266;city_community
zone_city_community_200069722;1267;city_community
zone_city_community_200069730;1268;city_community
zone_city_community_200069821;1269;city_community
zone_city_community_200069839;1270;city_community
zone_city_community_200069847;1271;city_community
zone_city_community_200070068;1272;city_community
zone_city_community_200070449;1273;city_community
zone_city_community_200070779;1274;city_community
zone_city_community_200072130;1275;city_community
zone_city_community_200072346;1276;city_community
zone_city_community_200072544;1277;city_community
zone_city_community_200072874;1278;city_community
zone_city_community_200077014;1279;city_community
zone_consular_district_CONS_001-1;2118;consular_district
zone_consular_district_CONS_001-2;2119;consular_district
zone_consular_district_CONS_001-3;2120;consular_district
zone_consular_district_CONS_001-4;2121;consular_district
zone_consular_district_CONS_002-1;2122;consular_district
zone_consular_district_CONS_002-2;2123;consular_district
zone_consular_district_CONS_002-3;2124;consular_district
zone_consular_district_CONS_002-4;2125;consular_district
zone_consular_district_CONS_002-5;2126;consular_district
zone_consular_district_CONS_002-6;2127;consular_district
zone_consular_district_CONS_002-7;2128;consular_district
zone_consular_district_CONS_002-8;2129;consular_district
zone_consular_district_CONS_002-9;2130;consular_district
zone_consular_district_CONS_003;2131;consular_district
zone_consular_district_CONS_004;2132;consular_district
zone_consular_district_CONS_005-1;2133;consular_district
zone_consular_district_CONS_005-2;2134;consular_district
zone_consular_district_CONS_005-3;2135;consular_district
zone_consular_district_CONS_006;2136;consular_district
zone_consular_district_CONS_007;2137;consular_district
zone_consular_district_CONS_008;2138;consular_district
zone_consular_district_CONS_009;2139;consular_district
zone_consular_district_CONS_010;2140;consular_district
zone_consular_district_CONS_011;2141;consular_district
zone_consular_district_CONS_012;2142;consular_district
zone_consular_district_CONS_013;2143;consular_district
zone_consular_district_CONS_014;2144;consular_district
zone_consular_district_CONS_015;2145;consular_district
zone_consular_district_CONS_016;2146;consular_district
zone_consular_district_CONS_017;2147;consular_district
zone_consular_district_CONS_018;2148;consular_district
zone_consular_district_CONS_019;2149;consular_district
zone_consular_district_CONS_020;2150;consular_district
zone_consular_district_CONS_021;2151;consular_district
zone_consular_district_CONS_022;2152;consular_district
zone_consular_district_CONS_023-1;2153;consular_district
zone_consular_district_CONS_023-2;2154;consular_district
zone_consular_district_CONS_024;2155;consular_district
zone_consular_district_CONS_025;2156;consular_district
zone_consular_district_CONS_026;2157;consular_district
zone_consular_district_CONS_027;2158;consular_district
zone_consular_district_CONS_028;2159;consular_district
zone_consular_district_CONS_029;2160;consular_district
zone_consular_district_CONS_030-1;2161;consular_district
zone_consular_district_CONS_030-2;2162;consular_district
zone_consular_district_CONS_031;2163;consular_district
zone_consular_district_CONS_032-1;2164;consular_district
zone_consular_district_CONS_032-2;2165;consular_district
zone_consular_district_CONS_033-1;2166;consular_district
zone_consular_district_CONS_033-2;2167;consular_district
zone_consular_district_CONS_033-3;2168;consular_district
zone_consular_district_CONS_034;2169;consular_district
zone_consular_district_CONS_035;2170;consular_district
zone_consular_district_CONS_036;2171;consular_district
zone_consular_district_CONS_037;2172;consular_district
zone_consular_district_CONS_038;2173;consular_district
zone_consular_district_CONS_039;2174;consular_district
zone_consular_district_CONS_040;2175;consular_district
zone_consular_district_CONS_041;2176;consular_district
zone_consular_district_CONS_042;2177;consular_district
zone_consular_district_CONS_043;2178;consular_district
zone_consular_district_CONS_044;2179;consular_district
zone_consular_district_CONS_045-1;2180;consular_district
zone_consular_district_CONS_045-2;2181;consular_district
zone_consular_district_CONS_046;2182;consular_district
zone_consular_district_CONS_047-1;2183;consular_district
zone_consular_district_CONS_047-2;2184;consular_district
zone_consular_district_CONS_048-1;2185;consular_district
zone_consular_district_CONS_048-2;2186;consular_district
zone_consular_district_CONS_048-3;2187;consular_district
zone_consular_district_CONS_049-1;2188;consular_district
zone_consular_district_CONS_049-2;2189;consular_district
zone_consular_district_CONS_049-3;2190;consular_district
zone_consular_district_CONS_049-4;2191;consular_district
zone_consular_district_CONS_049-5;2192;consular_district
zone_consular_district_CONS_049-6;2193;consular_district
zone_consular_district_CONS_050;2194;consular_district
zone_consular_district_CONS_051;2195;consular_district
zone_consular_district_CONS_052;2196;consular_district
zone_consular_district_CONS_053;2197;consular_district
zone_consular_district_CONS_054;2198;consular_district
zone_consular_district_CONS_055;2199;consular_district
zone_consular_district_CONS_056;2200;consular_district
zone_consular_district_CONS_057;2201;consular_district
zone_consular_district_CONS_058;2202;consular_district
zone_consular_district_CONS_059;2203;consular_district
zone_consular_district_CONS_060;2204;consular_district
zone_consular_district_CONS_061;2205;consular_district
zone_consular_district_CONS_062;2206;consular_district
zone_consular_district_CONS_063;2207;consular_district
zone_consular_district_CONS_064;2208;consular_district
zone_consular_district_CONS_065;2209;consular_district
zone_consular_district_CONS_066;2210;consular_district
zone_consular_district_CONS_067;2211;consular_district
zone_consular_district_CONS_068;2212;consular_district
zone_consular_district_CONS_069;2213;consular_district
zone_consular_district_CONS_070;2214;consular_district
zone_consular_district_CONS_071;2215;consular_district
zone_consular_district_CONS_072;2216;consular_district
zone_consular_district_CONS_073;2217;consular_district
zone_consular_district_CONS_074;2218;consular_district
zone_consular_district_CONS_075;2219;consular_district
zone_consular_district_CONS_076-1;2220;consular_district
zone_consular_district_CONS_076-2;2221;consular_district
zone_consular_district_CONS_077;2222;consular_district
zone_consular_district_CONS_078;2223;consular_district
zone_consular_district_CONS_079;2224;consular_district
zone_consular_district_CONS_080;2225;consular_district
zone_consular_district_CONS_081;2226;consular_district
zone_consular_district_CONS_082;2227;consular_district
zone_consular_district_CONS_083;2228;consular_district
zone_consular_district_CONS_084;2229;consular_district
zone_consular_district_CONS_085;2230;consular_district
zone_consular_district_CONS_086-1;2231;consular_district
zone_consular_district_CONS_086-2;2232;consular_district
zone_consular_district_CONS_086-3;2233;consular_district
zone_consular_district_CONS_086-4;2234;consular_district
zone_consular_district_CONS_087;2235;consular_district
zone_consular_district_CONS_088-1;2236;consular_district
zone_consular_district_CONS_088-2;2237;consular_district
zone_consular_district_CONS_089;2238;consular_district
zone_consular_district_CONS_090;2239;consular_district
zone_consular_district_CONS_091;2240;consular_district
zone_consular_district_CONS_092;2241;consular_district
zone_consular_district_CONS_093;2242;consular_district
zone_consular_district_CONS_094;2243;consular_district
zone_consular_district_CONS_095;2244;consular_district
zone_consular_district_CONS_096;2245;consular_district
zone_consular_district_CONS_097;2246;consular_district
zone_consular_district_CONS_098;2247;consular_district
zone_country_VE;256;country
zone_country_VN;257;country
zone_country_WF;258;country
zone_country_AF;3;country
zone_country_YE;259;country
zone_country_ZM;260;country
zone_country_ZA;5;country
zone_country_ZW;261;country
zone_country_XK;262;country
zone_country_AL;7;country
zone_country_DZ;9;country
zone_country_DE;10;country
zone_country_AD;12;country
zone_country_AO;13;country
zone_country_AI;14;country
zone_country_AQ;15;country
zone_country_AG;16;country
zone_country_SA;17;country
zone_country_AR;19;country
zone_country_AM;20;country
zone_country_AW;21;country
zone_country_AU;22;country
zone_country_AT;23;country
zone_country_AZ;24;country
zone_country_BS;25;country
zone_country_BH;26;country
zone_country_BD;27;country
zone_country_BB;28;country
zone_country_BE;30;country
zone_country_BZ;31;country
zone_country_BJ;32;country
zone_country_BM;33;country
zone_country_BT;34;country
zone_country_BY;35;country
zone_country_BO;36;country
zone_country_BA;37;country
zone_country_BW;38;country
zone_country_BR;39;country
zone_country_BN;40;country
zone_country_BG;41;country
zone_country_BF;42;country
zone_country_BI;43;country
zone_country_KH;44;country
zone_country_CM;45;country
zone_country_CA;47;country
zone_country_CV;48;country
zone_country_CL;49;country
zone_country_CN;50;country
zone_country_CY;52;country
zone_country_CO;53;country
zone_country_KM;54;country
zone_country_CG;55;country
zone_country_CD;56;country
zone_country_KP;57;country
zone_country_KR;58;country
zone_country_CR;59;country
zone_country_CI;60;country
zone_country_HR;61;country
zone_country_CU;62;country
zone_country_CW;63;country
zone_country_DK;65;country
zone_country_DJ;66;country
zone_country_DM;67;country
zone_country_EG;68;country
zone_country_AE;69;country
zone_country_EC;70;country
zone_country_ER;71;country
zone_country_ES;72;country
zone_country_EE;73;country
zone_country_SZ;74;country
zone_country_VA;75;country
zone_country_FM;76;country
zone_country_US;77;country
zone_country_ET;78;country
zone_country_FJ;79;country
zone_country_FI;80;country
zone_country_FR;81;country
zone_country_GA;82;country
zone_country_GM;83;country
zone_country_GE;84;country
zone_country_GS;85;country
zone_country_GH;86;country
zone_country_GI;87;country
zone_country_GR;88;country
zone_country_GD;89;country
zone_country_GL;90;country
zone_country_GP;91;country
zone_country_GU;92;country
zone_country_GT;93;country
zone_country_GG;94;country
zone_country_GN;95;country
zone_country_GQ;96;country
zone_country_GW;97;country
zone_country_GY;98;country
zone_country_GF;99;country
zone_country_HT;100;country
zone_country_HN;101;country
zone_country_HU;102;country
zone_country_BV;103;country
zone_country_CX;104;country
zone_country_IM;105;country
zone_country_NF;106;country
zone_country_AX;107;country
zone_country_KY;108;country
zone_country_CC;109;country
zone_country_CK;110;country
zone_country_FO;111;country
zone_country_HM;112;country
zone_country_FK;113;country
zone_country_MP;114;country
zone_country_MH;115;country
zone_country_UM;116;country
zone_country_PN;117;country
zone_country_SB;118;country
zone_country_TC;119;country
zone_country_VG;120;country
zone_country_VI;121;country
zone_country_IN;122;country
zone_country_ID;123;country
zone_country_IQ;124;country
zone_country_IR;125;country
zone_country_IE;126;country
zone_country_IS;127;country
zone_country_IL;128;country
zone_country_IT;129;country
zone_country_JM;130;country
zone_country_JP;131;country
zone_country_JE;132;country
zone_country_JO;133;country
zone_country_KZ;134;country
zone_country_KE;135;country
zone_country_KG;136;country
zone_country_KI;137;country
zone_country_KW;138;country
zone_country_RE;139;country
zone_country_LA;140;country
zone_country_LS;141;country
zone_country_LV;142;country
zone_country_LB;143;country
zone_country_LR;144;country
zone_country_LY;145;country
zone_country_LI;147;country
zone_country_LT;148;country
zone_country_LU;149;country
zone_country_MK;150;country
zone_country_MG;151;country
zone_country_MY;152;country
zone_country_MW;153;country
zone_country_MV;154;country
zone_country_ML;155;country
zone_country_MT;156;country
zone_country_MA;157;country
zone_country_MQ;158;country
zone_country_MU;159;country
zone_country_MR;160;country
zone_country_YT;161;country
zone_country_MX;162;country
zone_country_MD;163;country
zone_country_MC;164;country
zone_country_MN;165;country
zone_country_ME;166;country
zone_country_MS;167;country
zone_country_MZ;168;country
zone_country_MM;169;country
zone_country_NA;170;country
zone_country_NR;171;country
zone_country_NP;172;country
zone_country_NI;173;country
zone_country_NE;174;country
zone_country_NG;175;country
zone_country_NU;176;country
zone_country_NO;177;country
zone_country_NC;178;country
zone_country_NZ;179;country
zone_country_OM;180;country
zone_country_UG;181;country
zone_country_UZ;182;country
zone_country_PK;183;country
zone_country_PW;184;country
zone_country_PA;185;country
zone_country_PG;186;country
zone_country_PY;187;country
zone_country_NL;188;country
zone_country_BQ;189;country
zone_country_PE;190;country
zone_country_PH;191;country
zone_country_PL;192;country
zone_country_PF;193;country
zone_country_PR;194;country
zone_country_PT;195;country
zone_country_QA;196;country
zone_country_HK;197;country
zone_country_MO;198;country
zone_country_CF;199;country
zone_country_DO;200;country
zone_country_RO;201;country
zone_country_GB;202;country
zone_country_RU;203;country
zone_country_RW;204;country
zone_country_EH;205;country
zone_country_BL;206;country
zone_country_KN;207;country
zone_country_SM;208;country
zone_country_MF;209;country
zone_country_SX;210;country
zone_country_PM;211;country
zone_country_VC;212;country
zone_country_SH;213;country
zone_country_LC;214;country
zone_country_SV;215;country
zone_country_WS;216;country
zone_country_AS;217;country
zone_country_ST;218;country
zone_country_SN;219;country
zone_country_RS;220;country
zone_country_SC;221;country
zone_country_SL;222;country
zone_country_SG;223;country
zone_country_SK;224;country
zone_country_SI;225;country
zone_country_SO;226;country
zone_country_SD;227;country
zone_country_SS;228;country
zone_country_LK;229;country
zone_country_SE;230;country
zone_country_CH;231;country
zone_country_SR;232;country
zone_country_SJ;233;country
zone_country_SY;234;country
zone_country_TJ;235;country
zone_country_TW;236;country
zone_country_TZ;237;country
zone_country_TD;238;country
zone_country_CZ;239;country
zone_country_TF;240;country
zone_country_IO;241;country
zone_country_PS;242;country
zone_country_TH;243;country
zone_country_TL;244;country
zone_country_TG;245;country
zone_country_TK;246;country
zone_country_TO;247;country
zone_country_TT;248;country
zone_country_TN;249;country
zone_country_TM;250;country
zone_country_TR;251;country
zone_country_TV;252;country
zone_country_UA;253;country
zone_country_UY;254;country
zone_country_VU;255;country
zone_custom_FDE;1;custom
zone_department_971;282;department
zone_department_972;283;department
zone_department_973;284;department
zone_department_974;285;department
zone_department_976;286;department
zone_department_75;287;department
zone_department_77;288;department
zone_department_78;289;department
zone_department_91;290;department
zone_department_92;291;department
zone_department_93;292;department
zone_department_94;293;department
zone_department_95;294;department
zone_department_18;295;department
zone_department_28;296;department
zone_department_36;297;department
zone_department_37;298;department
zone_department_41;299;department
zone_department_45;300;department
zone_department_21;301;department
zone_department_25;302;department
zone_department_39;303;department
zone_department_58;304;department
zone_department_70;305;department
zone_department_71;306;department
zone_department_89;307;department
zone_department_90;308;department
zone_department_14;309;department
zone_department_27;310;department
zone_department_50;311;department
zone_department_61;312;department
zone_department_76;313;department
zone_department_02;314;department
zone_department_59;315;department
zone_department_60;316;department
zone_department_62;317;department
zone_department_80;318;department
zone_department_08;319;department
zone_department_10;320;department
zone_department_51;321;department
zone_department_52;322;department
zone_department_54;323;department
zone_department_55;324;department
zone_department_57;325;department
zone_department_67;326;department
zone_department_68;327;department
zone_department_88;328;department
zone_department_44;329;department
zone_department_49;330;department
zone_department_53;331;department
zone_department_72;332;department
zone_department_85;333;department
zone_department_22;334;department
zone_department_29;335;department
zone_department_35;336;department
zone_department_56;337;department
zone_department_16;338;department
zone_department_17;339;department
zone_department_19;340;department
zone_department_23;341;department
zone_department_24;342;department
zone_department_33;343;department
zone_department_40;344;department
zone_department_47;345;department
zone_department_64;346;department
zone_department_79;347;department
zone_department_86;348;department
zone_department_87;349;department
zone_department_09;350;department
zone_department_11;351;department
zone_department_12;352;department
zone_department_30;353;department
zone_department_31;354;department
zone_department_32;355;department
zone_department_34;356;department
zone_department_46;357;department
zone_department_48;358;department
zone_department_65;359;department
zone_department_66;360;department
zone_department_81;361;department
zone_department_82;362;department
zone_department_01;363;department
zone_department_03;364;department
zone_department_07;365;department
zone_department_15;366;department
zone_department_26;367;department
zone_department_38;368;department
zone_department_42;369;department
zone_department_43;370;department
zone_department_63;371;department
zone_department_69;372;department
zone_department_73;373;department
zone_department_74;374;department
zone_department_04;375;department
zone_department_05;376;department
zone_department_06;377;department
zone_department_13;378;department
zone_department_83;379;department
zone_department_84;380;department
zone_department_2A;381;department
zone_department_2B;382;department
zone_department_975;383;department
zone_department_977;384;department
zone_department_978;385;department
zone_department_984;386;department
zone_department_986;387;department
zone_department_987;388;department
zone_department_988;389;department
zone_department_989;390;department
zone_district_2A-1;512;district
zone_district_73-2;768;district
zone_district_2A-2;513;district
zone_district_73-4;769;district
zone_district_2B-2;514;district
zone_district_74-5;770;district
zone_district_2B-1;515;district
zone_district_74-2;771;district
zone_district_30-6;516;district
zone_district_74-1;772;district
zone_district_30-5;517;district
zone_district_74-3;773;district
zone_district_30-2;518;district
zone_district_74-4;774;district
zone_district_30-4;519;district
zone_district_74-6;775;district
zone_district_30-3;520;district
zone_district_75-1;776;district
zone_district_30-1;521;district
zone_district_75-2;777;district
zone_district_31-8;522;district
zone_district_75-3;778;district
zone_district_31-7;523;district
zone_district_75-4;779;district
zone_district_31-10;524;district
zone_district_75-5;780;district
zone_district_31-5;525;district
zone_district_75-6;781;district
zone_district_31-2;526;district
zone_district_75-7;782;district
zone_district_31-3;527;district
zone_district_75-8;783;district
zone_district_31-1;528;district
zone_district_75-9;784;district
zone_district_31-6;529;district
zone_district_75-10;785;district
zone_district_31-9;530;district
zone_district_75-11;786;district
zone_district_31-4;531;district
zone_district_75-12;787;district
zone_district_32-1;532;district
zone_district_75-13;788;district
zone_district_32-2;533;district
zone_district_75-14;789;district
zone_district_33-11;534;district
zone_district_75-15;790;district
zone_district_33-12;535;district
zone_district_75-16;791;district
zone_district_33-4;536;district
zone_district_75-17;792;district
zone_district_33-8;537;district
zone_district_75-18;793;district
zone_district_33-9;538;district
zone_district_76-10;794;district
zone_district_33-5;539;district
zone_district_76-9;795;district
zone_district_33-10;540;district
zone_district_76-6;796;district
zone_district_33-3;541;district
zone_district_76-2;797;district
zone_district_33-1;542;district
zone_district_76-5;798;district
zone_district_33-2;543;district
zone_district_76-4;799;district
zone_district_33-7;544;district
zone_district_76-7;800;district
zone_district_33-6;545;district
zone_district_76-1;801;district
zone_district_34-7;546;district
zone_district_76-8;802;district
zone_district_34-5;547;district
zone_district_76-3;803;district
zone_district_34-4;548;district
zone_district_77-2;804;district
zone_district_34-3;549;district
zone_district_77-4;805;district
zone_district_34-8;550;district
zone_district_77-3;806;district
zone_district_34-6;551;district
zone_district_77-7;807;district
zone_district_34-9;552;district
zone_district_77-1;808;district
zone_district_34-1;553;district
zone_district_77-6;809;district
zone_district_34-2;554;district
zone_district_77-5;810;district
zone_district_35-2;555;district
zone_district_77-11;811;district
zone_district_35-5;556;district
zone_district_77-9;812;district
zone_district_35-6;557;district
zone_district_77-10;813;district
zone_district_35-7;558;district
zone_district_77-8;814;district
zone_district_35-4;559;district
zone_district_78-10;815;district
zone_district_35-3;560;district
zone_district_78-6;816;district
zone_district_35-1;561;district
zone_district_78-9;817;district
zone_district_35-8;562;district
zone_district_78-12;818;district
zone_district_36-2;563;district
zone_district_78-7;819;district
zone_district_36-1;564;district
zone_district_78-3;820;district
zone_district_37-3;565;district
zone_district_78-11;821;district
zone_district_37-5;566;district
zone_district_78-8;822;district
zone_district_37-2;567;district
zone_district_78-2;823;district
zone_district_37-4;568;district
zone_district_78-4;824;district
zone_district_37-1;569;district
zone_district_78-1;825;district
zone_district_38-5;570;district
zone_district_78-5;826;district
zone_district_38-10;571;district
zone_district_79-3;827;district
zone_district_38-7;572;district
zone_district_79-2;828;district
zone_district_38-9;573;district
zone_district_79-1;829;district
zone_district_38-4;574;district
zone_district_80-1;830;district
zone_district_38-6;575;district
zone_district_80-5;831;district
zone_district_38-8;576;district
zone_district_80-3;832;district
zone_district_38-1;577;district
zone_district_80-4;833;district
zone_district_38-2;578;district
zone_district_80-2;834;district
zone_district_38-3;579;district
zone_district_81-3;835;district
zone_district_39-3;580;district
zone_district_81-1;836;district
zone_district_39-1;581;district
zone_district_81-2;837;district
zone_district_39-2;582;district
zone_district_82-2;838;district
zone_district_40-3;583;district
zone_district_82-1;839;district
zone_district_40-2;584;district
zone_district_83-5;840;district
zone_district_40-1;585;district
zone_district_83-8;841;district
zone_district_41-3;586;district
zone_district_83-4;842;district
zone_district_41-1;587;district
zone_district_83-7;843;district
zone_district_41-2;588;district
zone_district_83-6;844;district
zone_district_42-4;589;district
zone_district_83-2;845;district
zone_district_42-6;590;district
zone_district_83-3;846;district
zone_district_42-5;591;district
zone_district_83-1;847;district
zone_district_42-3;592;district
zone_district_84-3;848;district
zone_district_42-1;593;district
zone_district_84-5;849;district
zone_district_42-2;594;district
zone_district_84-1;850;district
zone_district_43-2;595;district
zone_district_84-4;851;district
zone_district_43-1;596;district
zone_district_84-2;852;district
zone_district_44-6;597;district
zone_district_85-5;853;district
zone_district_44-10;598;district
zone_district_85-3;854;district
zone_district_44-9;599;district
zone_district_85-1;855;district
zone_district_44-7;600;district
zone_district_85-2;856;district
zone_district_44-4;601;district
zone_district_85-4;857;district
zone_district_44-8;602;district
zone_district_86-3;858;district
zone_district_44-5;603;district
zone_district_86-1;859;district
zone_district_44-3;604;district
zone_district_86-4;860;district
zone_district_44-1;605;district
zone_district_86-2;861;district
zone_district_44-2;606;district
zone_district_87-2;862;district
zone_district_45-3;607;district
zone_district_87-1;863;district
zone_district_45-4;608;district
zone_district_87-3;864;district
zone_district_45-5;609;district
zone_district_88-4;865;district
zone_district_45-2;610;district
zone_district_88-2;866;district
zone_district_45-1;611;district
zone_district_88-1;867;district
zone_district_45-6;612;district
zone_district_88-3;868;district
zone_district_46-1;613;district
zone_district_89-2;869;district
zone_district_46-2;614;district
zone_district_89-1;870;district
zone_district_47-1;615;district
zone_district_89-3;871;district
zone_district_47-2;616;district
zone_district_90-1;872;district
zone_district_47-3;617;district
zone_district_90-2;873;district
zone_district_48-1;618;district
zone_district_91-2;874;district
zone_district_49-3;619;district
zone_district_91-3;875;district
zone_district_49-4;620;district
zone_district_91-7;876;district
zone_district_49-1;621;district
zone_district_91-4;877;district
zone_district_49-2;622;district
zone_district_91-5;878;district
zone_district_49-6;623;district
zone_district_91-1;879;district
zone_district_49-7;624;district
zone_district_91-9;880;district
zone_district_49-5;625;district
zone_district_91-8;881;district
zone_district_50-1;626;district
zone_district_91-6;882;district
zone_district_50-3;627;district
zone_district_91-10;883;district
zone_district_50-4;628;district
zone_district_92-13;884;district
zone_district_50-2;629;district
zone_district_92-2;885;district
zone_district_51-5;630;district
zone_district_92-11;886;district
zone_district_51-3;631;district
zone_district_92-3;887;district
zone_district_51-4;632;district
zone_district_92-9;888;district
zone_district_51-2;633;district
zone_district_92-10;889;district
zone_district_51-1;634;district
zone_district_92-12;890;district
zone_district_52-1;635;district
zone_district_92-8;891;district
zone_district_52-2;636;district
zone_district_92-5;892;district
zone_district_53-2;637;district
zone_district_92-1;893;district
zone_district_53-3;638;district
zone_district_92-6;894;district
zone_district_53-1;639;district
zone_district_92-7;895;district
zone_district_54-6;640;district
zone_district_92-4;896;district
zone_district_54-5;641;district
zone_district_93-6;897;district
zone_district_54-1;642;district
zone_district_93-10;898;district
zone_district_54-3;643;district
zone_district_93-7;899;district
zone_district_54-4;644;district
zone_district_93-4;900;district
zone_district_54-2;645;district
zone_district_93-5;901;district
zone_district_55-1;646;district
zone_district_93-9;902;district
zone_district_01-4;391;district
zone_district_55-2;647;district
zone_district_93-12;903;district
zone_district_01-5;392;district
zone_district_56-4;648;district
zone_district_93-1;904;district
zone_district_01-3;393;district
zone_district_56-1;649;district
zone_district_93-8;905;district
zone_district_01-2;394;district
zone_district_56-2;650;district
zone_district_93-3;906;district
zone_district_01-1;395;district
zone_district_56-3;651;district
zone_district_93-2;907;district
zone_district_02-4;396;district
zone_district_56-6;652;district
zone_district_93-11;908;district
zone_district_02-1;397;district
zone_district_56-5;653;district
zone_district_94-3;909;district
zone_district_02-5;398;district
zone_district_57-9;654;district
zone_district_94-9;910;district
zone_district_02-3;399;district
zone_district_57-4;655;district
zone_district_94-11;911;district
zone_district_02-2;400;district
zone_district_57-5;656;district
zone_district_94-1;912;district
zone_district_03-3;401;district
zone_district_57-7;657;district
zone_district_94-5;913;district
zone_district_03-1;402;district
zone_district_57-8;658;district
zone_district_94-8;914;district
zone_district_03-2;403;district
zone_district_57-6;659;district
zone_district_94-4;915;district
zone_district_04-1;404;district
zone_district_57-1;660;district
zone_district_94-7;916;district
zone_district_04-2;405;district
zone_district_57-3;661;district
zone_district_94-2;917;district
zone_district_05-2;406;district
zone_district_57-2;662;district
zone_district_94-6;918;district
zone_district_05-1;407;district
zone_district_58-2;663;district
zone_district_94-10;919;district
zone_district_06-2;408;district
zone_district_58-1;664;district
zone_district_95-1;920;district
zone_district_06-7;409;district
zone_district_59-18;665;district
zone_district_95-6;921;district
zone_district_06-5;410;district
zone_district_59-19;666;district
zone_district_95-5;922;district
zone_district_06-9;411;district
zone_district_59-3;667;district
zone_district_95-8;923;district
zone_district_06-4;412;district
zone_district_59-6;668;district
zone_district_95-2;924;district
zone_district_06-6;413;district
zone_district_59-5;669;district
zone_district_95-7;925;district
zone_district_06-8;414;district
zone_district_59-16;670;district
zone_district_95-3;926;district
zone_district_06-3;415;district
zone_district_59-2;671;district
zone_district_95-9;927;district
zone_district_06-1;416;district
zone_district_59-20;672;district
zone_district_95-10;928;district
zone_district_07-1;417;district
zone_district_59-17;673;district
zone_district_95-4;929;district
zone_district_07-3;418;district
zone_district_59-14;674;district
zone_district_971-1;930;district
zone_district_07-2;419;district
zone_district_59-11;675;district
zone_district_971-2;931;district
